pl_name,hostname,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
Kepler-21 b,Kepler-21,Transit,2.78582124,5.26e-06,-5.26e-06,,,,,,,,,,0.0408,,,0.0,,
Kepler-21 b,Kepler-21,Transit,2.785819,1.7e-05,-1.7e-05,,,,,,,,,,0.043,,,0.0,,
Kepler-21 b,Kepler-21,Transit,2.78582169,3.78e-06,-3.78e-06,,,,,,,,,,0.0427,,,0.0,,
Kepler-21 b,Kepler-21,Transit,2.78578,3e-05,-3e-05,0.01598,0.00541,-0.00541,,,,0.146,0.002,-0.001,0.042717,0.0,0.0,0.02,0.1,-0.1
Kepler-21 b,Kepler-21,Transit,2.78582124,5.26e-06,-5.26e-06,,,,,,,,,,,,,,,
Kepler-21 b,Kepler-21,Transit,2.78582169,3.78e-06,-3.78e-06,,,,,,,0.14,0.004,-0.005,,,,,,
Kepler-21 b,Kepler-21,Transit,,,,,,,,,,0.169,0.007,-0.023,,,,,,
Kepler-25 b,Kepler-25,Transit,6.2385369,3.3e-06,-3.3e-06,,,,,,,0.241,0.003,-0.003,,,,0.05,0.11,-0.05
Kepler-25 b,Kepler-25,Transit,6.2385593,7.5e-06,-7.5e-06,,,,,,,,,,0.07,,,0.0,,
Kepler-25 b,Kepler-25,Transit,,,,,,,,,,0.242,0.01,-0.01,,,,,,
Kepler-25 b,Kepler-25,Transit,6.23853269,7.3e-07,-7.3e-07,,,,,,,,,,,,,,,
Kepler-25 b,Kepler-25,Transit,6.23853477,2.12e-06,-2.12e-06,,,,,,,0.23,0.005,-0.005,,,,,,
Kepler-25 b,Kepler-25,Transit,6.2385,,,0.0302,0.01321,-0.01321,,,,0.242,0.004,-0.004,,,,,,
Kepler-25 b,Kepler-25,Transit,6.23853544,2.33e-06,-2.33e-06,,,,,,,,,,,,,,,
Kepler-25 b,Kepler-25,Transit,6.23853477,2.12e-06,-2.12e-06,,,,,,,,,,0.0703,,,0.0,,
Kepler-25 b,Kepler-25,Transit,6.23857987,3.878e-05,-3.878e-05,,,,,,,0.274,0.403,-0.403,,,,,,
Kepler-25 b,Kepler-25,Transit,6.23853477,2.12e-06,-2.12e-06,,,,,,,,,,0.0703,,,0.0,,
Kepler-25 b,Kepler-25,Transit,6.23853555,5.3e-07,-5.3e-07,,,,,,,,,,,,,,,
Kepler-25 b,Kepler-25,Transit,6.23853544,2.33e-06,-2.33e-06,,,,,,,,,,0.0685,,,0.0,,
Kepler-25 b,Kepler-25,Transit,6.2385,,,12.7,,,,,,0.232,,,0.068,,,,,
Kepler-25 b,Kepler-25,Transit,6.23853477,2.12e-06,-2.12e-06,,,,,,,,,,0.0703,,,0.0,,
Kepler-25 b,Kepler-25,Transit,6.239,,,0.028,0.008,-0.007,,,,0.232,0.004,-0.004,,,,,,
Kepler-25 b,Kepler-25,Transit,6.238297,1.7e-05,-1.7e-05,0.0275,0.0079,-0.0073,,,,0.245,0.003,-0.003,,,,0.0029,0.0023,-0.0017
Kepler-25 c,Kepler-25,Transit,,,,,,,,,,0.455,0.019,-0.037,,,,,,
Kepler-25 c,Kepler-25,Transit,12.72,,,0.045,0.008,-0.008,,,,0.401,0.007,-0.007,,,,,,
Kepler-25 c,Kepler-25,Transit,12.72037026,2.28e-06,-2.28e-06,,,,,,,,,,,,,,,
Kepler-25 c,Kepler-25,Transit,12.720565,0.0001688,-0.0001688,,,,,,,0.428,0.034,-0.034,,,,,,
Kepler-25 c,Kepler-25,Transit,12.7207,0.00011,-0.0001,0.0479,0.0041,-0.0051,,,,0.465,0.006,-0.006,,,,0.0061,0.0049,-0.0041
Kepler-25 c,Kepler-25,Transit,12.720365,7.1e-06,-7.1e-06,,,,,,,,,,0.113,,,0.0,,
Kepler-25 c,Kepler-25,Transit,12.72037435,2.12e-06,-2.12e-06,,,,,,,,,,0.113,,,0.0,,
Kepler-25 c,Kepler-25,Transit,12.7204,,,4.16,,,,,,0.401,,,0.11,,,,,
Kepler-25 c,Kepler-25,Transit,12.72037491,1.16e-06,-1.16e-06,,,,,,,,,,,,,,,
Kepler-25 c,Kepler-25,Transit,12.7203678,3.5e-06,-3.5e-06,,,,,,,0.46,0.005,-0.005,,,,0.01,0.07,-0.01
Kepler-25 c,Kepler-25,Transit,12.72037026,2.28e-06,-2.28e-06,,,,,,,,,,0.1101,,,0.0,,
Kepler-25 c,Kepler-25,Transit,12.7203724,1.4e-06,-1.3e-06,,,,,,,,,,,,,0.0,,
Kepler-25 c,Kepler-25,Transit,12.72037372,2.9e-07,-2.9e-07,,,,,,,,,,,,,,,
Kepler-25 c,Kepler-25,Transit,12.72037435,2.12e-06,-2.12e-06,,,,,,,,,,0.113,,,0.0,,
Kepler-25 c,Kepler-25,Transit,12.7204,,,0.0774,0.01793,-0.01793,,,,0.464,0.008,-0.008,,,,,,
Kepler-25 c,Kepler-25,Transit,12.72037435,2.12e-06,-2.12e-06,,,,,,,0.409,0.009,-0.009,,,,,,
Kepler-25 c,Kepler-25,Transit,12.72037435,2.12e-06,-2.12e-06,,,,,,,,,,0.113,,,0.0,,
Kepler-25 d,Kepler-25,Radial Velocity,122.4,0.8,-0.71,0.226,0.031,-0.031,0.226,0.031,-0.031,,,,,,,0.13,0.13,-0.09
Kepler-25 d,Kepler-25,Radial Velocity,123.0,2.0,-2.0,0.283,0.043,-0.043,,,,,,,,,,,,
Kepler-296 b,Kepler-296,Transit,10.8644095,4.884e-05,-4.884e-05,,,,,,,,,,,,,,,
Kepler-296 b,Kepler-296,Transit,10.86443187,4.965e-05,-4.965e-05,,,,,,,,,,0.0696,,,0.0,,
Kepler-296 b,Kepler-296,Transit,3.621387,9.3e-05,-9.3e-05,,,,,,,0.09,0.015,-0.015,0.03341,0.0017,-0.0017,,,
Kepler-296 b,Kepler-296,Transit,10.86437311,5.88e-05,-5.88e-05,,,,,,,,,,,,,,,
Kepler-296 b,Kepler-296,Transit,3.621457,4e-05,-4e-05,,,,,,,0.084,0.006,-0.006,0.039,,,,,
Kepler-296 b,Kepler-296,Transit,10.86443187,4.965e-05,-4.965e-05,,,,,,,,,,0.0696,,,0.0,,
Kepler-296 b,Kepler-296,Transit,10.8644095,4.884e-05,-4.884e-05,,,,,,,,,,0.0704,,,0.0,,
Kepler-296 b,Kepler-296,Transit,,,,,,,,,,0.192,0.019,-0.019,0.082,,,,,
Kepler-296 b,Kepler-296,Transit,10.86443187,4.965e-05,-4.965e-05,,,,,,,3.145,0.552,-2.213,,,,,,
Kepler-296 b,Kepler-296,Transit,10.86443187,4.965e-05,-4.965e-05,,,,,,,,,,0.0696,,,0.0,,
Kepler-296 b,Kepler-296,Transit,10.86431,0.0002,-0.0002,,,,,,,,,,0.077,,,0.0,,
Kepler-296 b,Kepler-296,Transit,,,,,,,,,,0.088,0.021,-0.021,,,,,,
Kepler-296 b,Kepler-296,Transit,3.622,,,,,,,,,0.042,0.01,-0.01,,,,,,
Kepler-296 b,Kepler-296,Transit,10.864384,5.1e-05,-4.6e-05,,,,,,,0.144,0.026,-0.024,0.079,0.013,-0.013,0.33,,
Kepler-296 c,Kepler-296,Transit,5.84161806,7.1e-05,-7.1e-05,,,,,,,0.136,0.149,-0.149,0.04595,0.00234,-0.00234,,,
Kepler-296 c,Kepler-296,Transit,,,,,,,,,,0.154,0.025,-0.025,,,,,,
Kepler-296 c,Kepler-296,Transit,5.84163878,2.13e-06,-2.13e-06,,,,,,,,,,,,,,,
Kepler-296 c,Kepler-296,Transit,5.8416217,9.28e-06,-9.28e-06,,,,,,,,,,,,,,,
Kepler-296 c,Kepler-296,Transit,5.84163661,9.84e-06,-9.84e-06,,,,,,,,,,,,,,,
Kepler-296 c,Kepler-296,Transit,5.84164124,1.016e-05,-1.016e-05,,,,,,,,,,0.046,,,0.0,,
Kepler-296 c,Kepler-296,Transit,5.84164124,1.016e-05,-1.016e-05,,,,,,,,,,0.046,,,0.0,,
Kepler-296 c,Kepler-296,Transit,5.841648,1.5e-05,-1.5e-05,,,,,,,0.192,0.009,-0.009,0.054,,,,,
Kepler-296 c,Kepler-296,Transit,5.8416366,1e-05,-1e-05,,,,,,,0.178,0.029,-0.029,0.0521,0.0088,-0.0086,0.33,,
Kepler-296 c,Kepler-296,Transit,5.84164124,1.016e-05,-1.016e-05,,,,,,,0.136,0.022,-0.017,,,,,,
Kepler-296 c,Kepler-296,Transit,5.841641,1.9e-05,-1.9e-05,,,,,,,,,,0.051,,,0.0,,
Kepler-296 c,Kepler-296,Transit,5.84164124,1.016e-05,-1.016e-05,,,,,,,,,,0.046,,,0.0,,
Kepler-296 c,Kepler-296,Transit,,,,,,,,,,0.299,0.019,-0.019,0.054,,,,,
Kepler-296 c,Kepler-296,Transit,5.842,,,,,,,,,0.075,0.017,-0.017,,,,,,
Kepler-296 c,Kepler-296,Transit,5.84163661,9.84e-06,-9.84e-06,,,,,,,,,,0.0465,,,0.0,,
Kepler-296 d,Kepler-296,Transit,19.85028393,5.851e-05,-5.851e-05,,,,,,,,,,0.104,,,0.0,,
Kepler-296 d,Kepler-296,Transit,19.85028393,5.851e-05,-5.851e-05,,,,,,,0.147,0.025,-0.02,,,,,,
Kepler-296 d,Kepler-296,Transit,19.85028256,3.45e-06,-3.45e-06,,,,,,,,,,,,,,,
Kepler-296 d,Kepler-296,Transit,19.85029495,5.525e-05,-5.525e-05,,,,,,,,,,,,,,,
Kepler-296 d,Kepler-296,Transit,19.85025,0.0001,-0.0001,,,,,,,,,,0.115,,,0.0,,
Kepler-296 d,Kepler-296,Transit,19.85029495,5.525e-05,-5.525e-05,,,,,,,,,,0.1052,,,0.0,,
Kepler-296 d,Kepler-296,Transit,19.85037041,0.00038,-0.00038,,,,,,,0.129,0.021,-0.021,0.10386,0.00529,-0.00529,,,
Kepler-296 d,Kepler-296,Transit,19.850291,6.1e-05,-5.7e-05,,,,,,,0.186,0.029,-0.029,0.118,0.02,-0.02,0.33,,
Kepler-296 d,Kepler-296,Transit,19.85028393,5.851e-05,-5.851e-05,,,,,,,,,,0.104,,,0.0,,
Kepler-296 d,Kepler-296,Transit,19.85028349,5.17e-05,-5.17e-05,,,,,,,,,,,,,,,
Kepler-296 d,Kepler-296,Transit,19.850242,9.7e-05,-9.7e-05,,,,,,,0.203,0.028,-0.028,0.122,,,,,
Kepler-296 d,Kepler-296,Transit,19.85028393,5.851e-05,-5.851e-05,,,,,,,,,,0.104,,,0.0,,
Kepler-296 d,Kepler-296,Transit,,,,,,,,,,0.167,0.025,-0.025,,,,,,
Kepler-296 d,Kepler-296,Transit,,,,,,,,,,0.24,0.019,-0.019,0.123,,,,,
Kepler-296 d,Kepler-296,Transit,19.85,,,,,,,,,0.082,0.019,-0.019,,,,,,
Kepler-296 e,Kepler-296,Transit,34.14189,0.0002635,-0.0002635,,,,,,,,,,0.1492,,,0.0,,
Kepler-296 e,Kepler-296,Transit,34.14189,0.0002635,-0.0002635,,,,,,,,,,0.1492,,,0.0,,
Kepler-296 e,Kepler-296,Transit,34.14204,0.00025,-0.00029,,,,,,,0.132,0.014,-0.022,0.149,0.035,-0.024,0.1,0.14,-0.1
Kepler-296 e,Kepler-296,Transit,34.14176909,1.136e-05,-1.136e-05,,,,,,,,,,,,,,,
Kepler-296 e,Kepler-296,Transit,34.1420506,0.0002289,-0.0002289,,,,,,,,,,,,,,,
Kepler-296 e,Kepler-296,Transit,34.141975,0.00020363,-0.00020363,,,,,,,,,,,,,,,
Kepler-296 e,Kepler-296,Transit,34.14211,0.00025,-0.00025,,,,,,,0.136,0.024,-0.022,0.169,0.029,-0.028,0.33,,
Kepler-296 e,Kepler-296,Transit,34.142347,0.003409,-0.003409,,,,,,,0.156,0.021,-0.021,0.174,,,,,
Kepler-296 e,Kepler-296,Transit,,,,,,,,,,0.166,0.015,-0.015,0.176,,,,,
Kepler-296 e,Kepler-296,Transit,34.14247,0.00044,-0.00044,,,,,,,,,,0.165,,,0.0,,
Kepler-296 e,Kepler-296,Transit,34.1420506,0.0002289,-0.0002289,,,,,,,,,,0.151,,,0.0,,
Kepler-296 e,Kepler-296,Transit,34.14189,0.0002635,-0.0002635,,,,,,,0.097,0.011,-0.013,,,,,,
Kepler-296 e,Kepler-296,Transit,34.14189,0.0002635,-0.0002635,,,,,,,,,,0.1492,,,0.0,,
Kepler-296 f,Kepler-296,Transit,63.3354719,0.000927,-0.000927,,,,,,,,,,0.2279,,,0.0,,
Kepler-296 f,Kepler-296,Transit,63.33627,0.0006,-0.00062,,,,,,,0.161,0.028,-0.027,0.255,0.043,-0.042,0.33,,
Kepler-296 f,Kepler-296,Transit,63.33771411,1.161e-05,-1.161e-05,,,,,,,,,,,,,,,
Kepler-296 f,Kepler-296,Transit,63.3354719,0.000927,-0.000927,,,,,,,,,,,,,,,
Kepler-296 f,Kepler-296,Transit,63.3366606,0.0005567,-0.0005567,,,,,,,,,,0.2253,,,0.0,,
Kepler-296 f,Kepler-296,Transit,,,,,,,,,,0.186,0.019,-0.019,0.266,,,,,
Kepler-296 f,Kepler-296,Transit,63.3366606,0.0005567,-0.0005567,,,,,,,0.108,0.012,-0.013,,,,,,
Kepler-296 f,Kepler-296,Transit,63.335879,0.001292,-0.001292,,,,,,,0.16,0.01,-0.01,0.263,,,,,
Kepler-296 f,Kepler-296,Transit,63.3366606,0.0005567,-0.0005567,,,,,,,,,,0.2253,,,0.0,,
Kepler-296 f,Kepler-296,Transit,63.33828,0.00094,-0.00094,,,,,,,,,,0.249,,,0.0,,
Kepler-296 f,Kepler-296,Transit,63.3366606,0.0005567,-0.0005567,,,,,,,,,,0.2253,,,0.0,,
Kepler-296 f,Kepler-296,Transit,63.336,0.0005,-0.0005,,,,,,,0.156,0.011,-0.017,0.283,0.046,-0.041,0.12,0.1,-0.09
Kepler-333 b,Kepler-333,Transit,12.55111816,4.16e-06,-4.16e-06,,,,,,,,,,,,,,,
Kepler-333 b,Kepler-333,Transit,12.55096,0.00011,-0.00011,,,,,,,,,,0.089,,,0.0,,
Kepler-333 b,Kepler-333,Transit,,,,,,,,,,0.138,0.035,-0.008,,,,,,
Kepler-333 b,Kepler-333,Transit,12.55109333,3.106e-05,-3.106e-05,,,,,,,,,,0.0889,,,0.0,,
Kepler-333 b,Kepler-333,Transit,12.551,,,0.089,0.091,-0.076,,,,0.144,0.015,-0.015,,,,,,
Kepler-333 b,Kepler-333,Transit,,,,,,,,,,0.144,0.015,-0.015,,,,,,
Kepler-333 b,Kepler-333,Transit,12.55109333,3.106e-05,-3.106e-05,,,,,,,,,,0.0889,,,0.0,,
Kepler-333 b,Kepler-333,Transit,12.55109333,3.106e-05,-3.106e-05,,,,,,,,,,0.0889,,,0.0,,
Kepler-333 b,Kepler-333,Transit,12.55111099,3.528e-05,-3.528e-05,,,,,,,,,,,,,,,
Kepler-333 b,Kepler-333,Transit,12.55111099,3.528e-05,-3.528e-05,,,,,,,,,,0.0896,,,0.0,,
Kepler-333 b,Kepler-333,Transit,12.55109333,3.106e-05,-3.106e-05,,,,,,,0.14,0.005,-0.015,,,,,,
Kepler-333 b,Kepler-333,Transit,12.55116369,1.679e-05,-1.679e-05,,,,,,,,,,,,,,,
Kepler-333 b,Kepler-333,Transit,12.551158,4.4e-05,-4.4e-05,,,,,,,0.118,0.014,-0.014,0.087,,,,,
Kepler-333 c,Kepler-333,Transit,,,,,,,,,,0.116,0.015,-0.015,,,,,,
Kepler-333 c,Kepler-333,Transit,24.08826,0.00045,-0.00045,,,,,,,,,,0.138,,,0.0,,
Kepler-333 c,Kepler-333,Transit,24.0882568,0.0001541,-0.0001541,,,,,,,0.116,0.03,-0.009,,,,,,
Kepler-333 c,Kepler-333,Transit,24.088,,,,,,,,,,,,,,,,,
Kepler-333 c,Kepler-333,Transit,24.0882568,0.0001541,-0.0001541,,,,,,,,,,0.1373,,,0.0,,
Kepler-333 c,Kepler-333,Transit,,,,,,,,,,0.119,0.006,-0.008,,,,,,
Kepler-333 c,Kepler-333,Transit,24.08838547,0.0001237,-0.0001237,,,,,,,,,,,,,,,
Kepler-333 c,Kepler-333,Transit,24.0884178,0.0001763,-0.0001763,,,,,,,,,,0.1384,,,0.0,,
Kepler-333 c,Kepler-333,Transit,24.08821,0.000207,-0.000207,,,,,,,0.099,0.018,-0.018,0.135,,,,,
Kepler-333 c,Kepler-333,Transit,24.08803827,1.213e-05,-1.213e-05,,,,,,,,,,,,,,,
Kepler-333 c,Kepler-333,Transit,24.0884178,0.0001763,-0.0001763,,,,,,,,,,,,,,,
Kepler-333 c,Kepler-333,Transit,24.0882568,0.0001541,-0.0001541,,,,,,,,,,0.1373,,,0.0,,
Kepler-333 c,Kepler-333,Transit,24.0882568,0.0001541,-0.0001541,,,,,,,,,,0.1373,,,0.0,,
Kepler-34 b,Kepler-34,Transit,288.822,0.063,-0.081,0.22,0.011,-0.01,,,,0.764,0.012,-0.014,1.0896,0.0009,-0.0009,0.182,0.016,-0.02
Kepler-35 b,Kepler-35,Transit,131.458,0.077,-0.105,0.127,0.02,-0.02,,,,0.728,0.014,-0.014,0.60347,0.00101,-0.00103,0.042,0.007,-0.004
Kepler-353 b,Kepler-353,Transit,5.79529495,3.623e-05,-3.623e-05,,,,,,,,,,0.0519,,,0.0,,
Kepler-353 b,Kepler-353,Transit,,,,,,,,,,0.105,0.021,-0.021,,,,,,
Kepler-353 b,Kepler-353,Transit,5.7953,0.0001,-0.0001,,,,,,,,,,0.052,,,0.0,,
Kepler-353 b,Kepler-353,Transit,5.7952971,3.286e-05,-3.286e-05,,,,,,,0.103,0.029,-0.013,,,,,,
Kepler-353 b,Kepler-353,Transit,5.7952971,3.286e-05,-3.286e-05,,,,,,,,,,0.0515,,,0.0,,
Kepler-353 b,Kepler-353,Transit,5.795,,,,,,,,,0.095,0.009,-0.018,,,,,,
Kepler-353 b,Kepler-353,Transit,5.795278,5.5e-05,-5.5e-05,,,,,,,0.079,0.005,-0.005,0.051,,,,,
Kepler-353 b,Kepler-353,Transit,5.79529495,3.623e-05,-3.623e-05,,,,,,,,,,,,,,,
Kepler-353 b,Kepler-353,Transit,5.7952971,3.286e-05,-3.286e-05,,,,,,,,,,0.0515,,,0.0,,
Kepler-353 b,Kepler-353,Transit,,,,,,,,,,0.112,0.031,-0.009,,,,,,
Kepler-353 b,Kepler-353,Transit,5.79531085,3.575e-05,-3.575e-05,,,,,,,,,,,,,,,
Kepler-353 b,Kepler-353,Transit,5.79529807,3.52e-05,-3.24e-05,,,,,,,0.089,0.019,-0.018,,,,,,
Kepler-353 b,Kepler-353,Transit,5.7952971,3.286e-05,-3.286e-05,,,,,,,,,,0.0515,,,0.0,,
Kepler-353 c,Kepler-353,Transit,8.41100287,2.406e-05,-2.406e-05,,,,,,,,,,0.066,,,0.0,,
Kepler-353 c,Kepler-353,Transit,,,,,,,,,,0.154,0.022,-0.022,,,,,,
Kepler-353 c,Kepler-353,Transit,8.41102527,2.61e-05,-2.59e-05,,,,,,,0.135,0.028,-0.027,,,,,,
Kepler-353 c,Kepler-353,Transit,8.41102236,2.677e-05,-2.677e-05,,,,,,,,,,,,,,,
Kepler-353 c,Kepler-353,Transit,8.41100287,2.406e-05,-2.406e-05,,,,,,,,,,0.066,,,0.0,,
Kepler-353 c,Kepler-353,Transit,8.41102098,4.36e-06,-4.36e-06,,,,,,,,,,,,,,,
Kepler-353 c,Kepler-353,Transit,8.41100305,2.326e-05,-2.326e-05,,,,,,,,,,0.0665,,,0.0,,
Kepler-353 c,Kepler-353,Transit,8.41100305,2.326e-05,-2.326e-05,,,,,,,,,,,,,,,
Kepler-353 c,Kepler-353,Transit,8.410953,7.3e-05,-7.3e-05,,,,,,,,,,0.066,,,0.0,,
Kepler-353 c,Kepler-353,Transit,8.41100287,2.406e-05,-2.406e-05,,,,,,,0.169,0.007,-0.028,,,,,,
Kepler-353 c,Kepler-353,Transit,,,,,,,,,,0.19,0.006,-0.034,,,,,,
Kepler-353 c,Kepler-353,Transit,8.410894,3.9e-05,-3.9e-05,,,,,,,0.123,0.006,-0.006,0.065,,,,,
Kepler-353 c,Kepler-353,Transit,8.411,,,,,,,,,0.143,0.013,-0.027,,,,,,
Kepler-353 c,Kepler-353,Transit,8.41100287,2.406e-05,-2.406e-05,,,,,,,,,,0.066,,,0.0,,
Kepler-38 b,Kepler-38,Transit,105.599,0.038,-0.053,0.384,,,,,,0.384,0.01,-0.01,0.4632,0.0082,-0.0092,0.032,,
Kepler-390 b,Kepler-390,Transit,6.73808701,4.473e-05,-4.473e-05,,,,,,,,,,,,,,,
Kepler-390 b,Kepler-390,Transit,6.738019,8.2e-05,-8.2e-05,,,,,,,,,,0.066,,,0.0,,
Kepler-390 b,Kepler-390,Transit,,,,,,,,,,0.069,0.006,-0.004,,,,,,
Kepler-390 b,Kepler-390,Transit,6.738088,6.7e-05,-6.7e-05,,,,,,,0.073,0.006,-0.006,0.065,,,,,
Kepler-390 b,Kepler-390,Transit,6.73811219,4.091e-05,-4.091e-05,,,,,,,,,,0.0647,,,0.0,,
Kepler-390 b,Kepler-390,Transit,6.73808701,4.473e-05,-4.473e-05,,,,,,,,,,0.0647,,,0.0,,
Kepler-390 b,Kepler-390,Transit,6.73811219,4.091e-05,-4.091e-05,,,,,,,0.07,0.004,-0.004,,,,,,
Kepler-390 b,Kepler-390,Transit,6.73811219,4.091e-05,-4.091e-05,,,,,,,,,,0.0647,,,0.0,,
Kepler-390 b,Kepler-390,Transit,6.73811219,4.091e-05,-4.091e-05,,,,,,,,,,0.0647,,,0.0,,
Kepler-390 b,Kepler-390,Transit,6.73805583,5.178e-05,-5.178e-05,,,,,,,,,,,,,,,
Kepler-390 c,Kepler-390,Transit,13.0601553,0.00011792,-0.00011792,,,,,,,,,,,,,,,
Kepler-390 c,Kepler-390,Transit,13.0600422,0.0001179,-0.0001179,,,,,,,0.078,0.004,-0.007,,,,,,
Kepler-390 c,Kepler-390,Transit,,,,,,,,,,0.077,0.004,-0.007,,,,,,
Kepler-390 c,Kepler-390,Transit,13.0600422,0.0001179,-0.0001179,,,,,,,,,,0.1006,,,0.0,,
Kepler-390 c,Kepler-390,Transit,13.0600422,0.0001179,-0.0001179,,,,,,,,,,0.1006,,,0.0,,
Kepler-390 c,Kepler-390,Transit,13.0600399,0.0001119,-0.0001119,,,,,,,,,,,,,,,
Kepler-390 c,Kepler-390,Transit,13.0600399,0.0001119,-0.0001119,,,,,,,,,,0.1006,,,0.0,,
Kepler-390 c,Kepler-390,Transit,13.0600422,0.0001179,-0.0001179,,,,,,,,,,0.1006,,,0.0,,
Kepler-390 c,Kepler-390,Transit,13.060022,0.000257,-0.000257,,,,,,,0.07,0.007,-0.007,0.101,,,,,
Kepler-410 A b,Kepler-410 A,Transit,,,,,,,,,,0.245,0.01,-0.01,,,,,,
Kepler-410 A b,Kepler-410 A,Transit,17.83365704,2.24e-06,-2.24e-06,,,,,,,,,,,,,,,
Kepler-410 A b,Kepler-410 A,Transit,17.8336313,4.3e-06,-4.3e-06,,,,,,,0.236,0.002,-0.002,0.1226,0.0047,-0.0047,,,
Kepler-410 A b,Kepler-410 A,Transit,17.83368211,1.15e-05,-1.15e-05,,,,,,,,,,0.1436,,,0.0,,
Kepler-410 A b,Kepler-410 A,Transit,17.833648,5.4e-05,-5.4e-05,,,,,,,0.253,0.005,-0.005,0.1226,0.0047,-0.0047,0.17,0.1,-0.05
Kepler-410 A b,Kepler-410 A,Transit,17.83368211,1.15e-05,-1.15e-05,,,,,,,,,,0.1436,,,0.0,,
Kepler-410 A b,Kepler-410 A,Transit,17.83368211,1.15e-05,-1.15e-05,,,,,,,0.223,0.004,-0.004,,,,,,
Kepler-410 A b,Kepler-410 A,Transit,17.83367834,1.385e-05,-1.385e-05,,,,,,,,,,,,,,,
Kepler-410 A b,Kepler-410 A,Transit,17.834381,3.1e-05,-3.1e-05,,,,,,,,,,0.141,,,0.0,,
Kepler-410 A b,Kepler-410 A,Transit,17.83367834,1.385e-05,-1.385e-05,,,,,,,,,,0.1424,,,0.0,,
Kepler-410 A b,Kepler-410 A,Transit,17.83347357,0.00016616,-0.00016616,,,,,,,0.231,0.218,-0.218,,,,,,
Kepler-410 A b,Kepler-410 A,Transit,17.83368211,1.15e-05,-1.15e-05,,,,,,,,,,0.1436,,,0.0,,
Kepler-411 b,Kepler-411,Transit,3.0051569,4.7e-06,-4.7e-06,,,,,,,,,,0.038,,,0.0,,
Kepler-411 b,Kepler-411,Transit,3.00515691,1.92e-06,-1.92e-06,,,,,,,,,,0.0377,,,0.0,,
Kepler-411 b,Kepler-411,Transit,3.00516,1e-05,-1e-05,,,,,,,0.168,0.018,-0.018,0.038,0.001,-0.001,0.0,0.35,0.0
Kepler-411 b,Kepler-411,Transit,3.0051557,2.02e-06,-2.02e-06,,,,,,,,,,0.0383,,,0.0,,
Kepler-411 b,Kepler-411,Transit,3.0051557,2.02e-06,-2.02e-06,,,,,,,,,,0.0383,,,0.0,,
Kepler-411 b,Kepler-411,Transit,3.00515592,4.1e-07,-4.1e-07,,,,,,,,,,,,,,,
Kepler-411 b,Kepler-411,Transit,3.00515254,3.4e-07,-3.4e-07,,,,,,,,,,,,,,,
Kepler-411 b,Kepler-411,Transit,3.00515691,1.92e-06,-1.92e-06,,,,,,,,,,,,,,,
Kepler-411 b,Kepler-411,Transit,3.0051557,2.02e-06,-2.02e-06,,,,,,,0.168,0.006,-0.004,,,,,,
Kepler-411 b,Kepler-411,Transit,3.0051557,2.02e-06,-2.02e-06,,,,,,,,,,0.0383,,,0.0,,
Kepler-411 b,Kepler-411,Transit,3.005156,2e-06,-2e-06,0.08055,0.00818,-0.00818,,,,0.214,0.005,-0.005,0.0375,0.0008,-0.0008,0.146,0.005,-0.004
Kepler-411 c,Kepler-411,Transit,7.834435,2e-06,-2e-06,0.08306,0.01856,-0.01856,,,,0.394,0.006,-0.006,0.0739,0.001,-0.001,0.108,0.003,-0.004
Kepler-411 c,Kepler-411,Transit,7.83442788,2.98e-06,-2.98e-06,,,,,,,,,,0.0726,,,0.0,,
Kepler-411 c,Kepler-411,Transit,7.83443074,4.3e-07,-4.3e-07,,,,,,,,,,,,,,,
Kepler-411 c,Kepler-411,Transit,7.83442788,2.98e-06,-2.98e-06,,,,,,,,,,0.0726,,,0.0,,
Kepler-411 c,Kepler-411,Transit,7.8344508,7e-06,-7e-06,,,,,,,,,,0.072,,,0.0,,
Kepler-411 c,Kepler-411,Transit,7.83442788,2.98e-06,-2.98e-06,,,,,,,,,,0.0726,,,0.0,,
Kepler-411 c,Kepler-411,Transit,7.83443068,6.5e-07,-6.5e-07,,,,,,,,,,,,,,,
Kepler-411 c,Kepler-411,Transit,7.83443368,2.96e-06,-2.96e-06,,,,,,,,,,,,,,,
Kepler-411 c,Kepler-411,Transit,7.83442788,2.98e-06,-2.98e-06,,,,,,,0.292,0.011,-0.006,,,,,,
Kepler-411 c,Kepler-411,Transit,7.83443368,2.96e-06,-2.96e-06,,,,,,,,,,0.0714,,,0.0,,
Kepler-411 c,Kepler-411,Transit,7.83446537,2.924e-05,-2.924e-05,,,,,,,0.304,0.066,-0.066,,,,,,
Kepler-411 d,Kepler-411,Transit,58.0192007,0.0001535,-0.0001535,,,,,,,,,,0.2757,,,0.0,,
Kepler-411 d,Kepler-411,Transit,58.02035,0.00056,-0.00056,0.04782,0.01605,-0.01605,,,,0.296,0.009,-0.009,0.279,0.004,-0.004,0.128,0.003,-0.003
Kepler-411 d,Kepler-411,Transit,58.02065498,1.815e-05,-1.815e-05,,,,,,,,,,,,,,,
